#WORD	ANIMATE	INANIMATE	MALE	FEMALE	NEUTRAL	SINGULAR	PLURAL
阿卡耶夫	11	0	9	0	0	10	2
电能	0	0	0	0	0	1	0
马克思	3	0	0	0	0	3	0
泊位群	0	0	0	0	0	2	0
军队	3	19	3	0	0	40	2
电脑	0	0	0	0	0	13	0
进出	0	0	0	0	0	3	0
拼音	0	0	0	0	0	3	0
负	0	0	0	0	0	3	0
更夫	1	0	0	0	0	1	0
贝	0	0	0	0	0	2	0
２００７年	0	0	0	0	0	1	0
财	0	0	0	0	0	5	0
飘摇不定	0	0	0	0	0	2	0
王述祖	2	0	0	0	0	2	0
系统	7	1	7	0	0	139	7
货	0	0	0	0	0	1	0
老百姓	5	0	3	0	0	10	4
白天	0	0	0	0	0	4	0
德斯高	0	1	0	0	1	0	0
大餐	0	0	0	0	0	2	0
反击	0	0	0	0	0	1	0
古伯	2	0	2	0	0	2	0
贵	0	0	0	0	0	4	0
篮球队	0	0	0	0	0	1	0
周从力	5	0	0	0	0	5	0
４分位	0	0	0	0	0	1	0
费	0	0	0	0	0	1	0
冰果店	0	0	0	0	0	1	0
贼	1	0	1	0	0	1	0
公园	0	3	0	0	0	28	0
贝克尔	4	0	3	0	0	4	0
教训	0	0	0	0	0	5	0
县分	0	0	0	0	0	1	0
改变	0	0	0	0	0	2	0
机关	4	5	3	0	0	34	5
本部	0	2	0	0	0	2	0
考察团	0	5	0	0	0	13	4
受伤	0	0	0	0	0	1	0
大饼	0	0	0	0	0	2	0
中午	0	0	0	0	0	9	0
朱迪·梅罗	1	0	0	0	0	1	0
健身者	0	0	0	0	0	2	0
迈克尔	28	0	28	0	0	28	0
逆转	0	0	0	0	0	2	0
跑道	0	0	0	0	0	16	0
跨越	0	0	0	0	0	1	0
彼岸	0	1	0	0	0	1	0
胡宗华	2	0	2	0	0	2	2
艺术品	0	0	0	0	0	6	0
夏天	0	0	0	0	0	3	0
普瑞哲	2	0	0	0	0	2	0
阿巴舍	38	0	38	0	0	38	0
盛会	0	0	0	0	0	15	0
哈西那	1	0	1	0	0	1	0
地点	0	1	0	0	0	17	0
档次	0	0	0	0	0	6	0
台南县	0	1	0	0	0	1	0
余震	0	0	0	0	0	1	0
詹森·琼斯	3	0	3	0	0	3	0
议员团	0	5	0	0	0	5	0
前线	0	0	0	0	0	4	0
小三子	1	0	1	0	0	1	0
教学楼	0	0	0	0	0	6	0
得奖	0	0	0	0	0	2	0
这儿	3	11	0	0	0	16	0
政协	0	6	0	0	0	0	0
官邸	0	0	0	0	0	9	0
年糕	0	0	0	0	0	6	0
澳大利亚	0	21	0	0	0	19	1
震荡	0	0	0	0	0	1	0
城市	2	45	2	0	0	157	4
普利策奖	0	0	0	0	0	2	0
进入	0	0	0	0	0	1	0
貌	0	0	0	0	0	2	0
保龄球	0	0	0	0	0	2	0
侵略军	0	1	0	0	0	1	0
麦当劳	0	4	0	0	0	1	0
机车	0	0	0	0	0	7	0
助理	5	0	1	0	0	7	0
巴勒斯坦国	0	1	0	0	0	1	0
元宝	0	0	0	0	0	3	0
本拉登	13	0	4	0	0	13	0
拖板车	0	0	0	0	0	2	0
莫琳·窦德	2	0	0	2	0	2	0
天文台	0	0	0	0	0	7	0
客车	0	0	0	0	0	1	0
运动	0	2	0	0	0	24	4
示范区	0	0	0	0	0	2	0
精力	0	0	0	0	0	2	0
过去	0	0	0	0	0	64	0
沈文成	3	0	0	0	0	3	0
中华	0	9	0	0	0	13	0
八路军	13	29	0	0	0	10	7
杭州市	0	3	0	0	0	2	0
全国	0	10	0	0	0	14	0
衣服	0	0	0	0	0	2	0
辈子	0	0	0	0	0	4	0
国大党	0	3	0	0	0	1	1
约翰逊	3	0	3	0	0	3	0
苗丽	0	8	0	0	0	8	0
形态	0	0	0	0	0	1	0
广播台	0	1	0	0	0	0	0
王景明	3	0	3	0	0	3	0
塞米诺尔郡	0	1	0	0	0	1	0
警员	1	0	1	0	0	1	0
盆儿	2	0	2	0	0	2	0
里克	3	0	0	0	0	3	0
改选	0	0	0	0	0	2	0
警告	0	0	0	0	0	3	0
治安	0	0	0	0	0	5	0
台湾史	0	0	0	0	0	1	0
林大卫	1	0	1	0	0	1	0
女郎	2	0	0	2	0	2	0
忧郁症	0	0	0	0	0	1	0
记者站	0	0	0	0	0	3	0
汛期	0	0	0	0	0	3	0
学员	5	0	5	0	0	14	5
南开	0	0	0	0	0	3	0
发债	0	0	0	0	0	3	0
夏姆西克	0	2	0	0	0	2	0
院区	0	2	0	0	0	0	0
盛事	0	0	0	0	0	1	0
南京市	0	3	0	0	0	3	0
王冶萍	3	0	0	0	0	0	3
小时候	0	0	0	0	0	3	0
突破口	0	0	0	0	0	2	0
骗子	1	0	1	0	0	2	1
百姓	3	0	2	0	0	3	3
尿素	0	0	0	0	0	2	0
中功	0	2	0	0	0	0	0
上回	0	0	0	0	0	2	0
象	0	0	0	0	0	3	0
枪杀犯	3	0	3	0	0	2	3
乌干达	0	3	0	0	0	3	0
彭州	0	3	0	0	0	3	0
特工	1	0	1	0	0	1	1
原住民族	0	0	0	0	0	1	0
快件	0	0	0	0	0	2	0
里奇	7	0	7	0	0	7	0
定义	0	0	0	0	0	3	0
霍茨	1	0	1	0	0	1	0
秦朝	0	4	0	0	0	4	0
多国	0	2	0	0	0	2	0
谜	0	0	0	0	0	2	0
岭澳	0	0	0	0	0	2	0
王小可	1	0	0	1	0	1	0
生产厂	0	0	0	0	0	2	0
经济部	0	7	0	0	0	0	0
谁	16	0	1	0	0	1	1
调	0	0	0	0	0	2	0
里头	0	1	0	0	0	9	0
集训	0	0	0	0	0	4	0
王联	3	0	3	0	0	3	0
张杨	2	0	2	0	0	2	0
登陆站	0	0	0	0	0	2	0
印尼	0	8	0	0	0	8	0
太空舱	0	0	0	0	0	2	0
直选	0	0	0	0	0	2	0
卡拉奇	0	2	0	0	0	2	0
渔港	0	0	0	0	0	3	0
潜水员	18	0	18	0	0	22	18
太空船	0	0	0	0	0	2	0
商标	0	0	0	0	0	2	0
谢	3	0	0	0	0	3	0
梅特雷莫拉卡	1	0	1	0	0	1	0
巨资	0	0	0	0	0	2	0
头发	0	0	0	0	0	5	0
政务	0	0	0	0	0	2	0
道德观	0	0	0	0	0	1	0
头颅	0	0	0	0	0	1	0
高原	0	0	0	0	0	2	0
日立	0	2	0	0	0	0	0
开源	0	0	0	0	0	1	1
陈城	0	1	0	0	0	1	0
本台	0	1	0	0	0	1	0
内阁	2	2	2	0	0	22	2
结论	0	0	0	0	0	12	0
黑帽	0	0	0	0	0	3	0
叶潜昭	6	0	6	0	0	6	0
强震	0	0	0	0	0	1	0
昌盛	0	0	0	0	0	2	0
井上一	2	0	2	0	0	2	0
唐龙彬	1	0	0	0	0	1	0
工业界	0	0	0	0	0	2	2
华府	0	4	0	0	0	6	0
首相	14	0	7	0	0	17	1
乌鲁木齐	0	13	0	0	0	13	0
贡寮	0	4	0	0	0	4	0
财富	0	0	0	0	0	7	0
卢仁法	4	0	0	0	0	4	0
释宪	0	0	0	0	0	4	0
儿子	34	0	23	0	0	50	5
迎	0	0	0	0	0	1	0
宋健	5	0	0	0	0	5	0
ｔｙｎｄａｌｌ	0	0	0	0	0	1	0
高铁	0	2	0	0	0	2	0
王东志	2	0	2	0	0	2	0
实业	0	3	0	0	0	3	0
门市店	0	0	0	0	0	1	0
公开赛	0	0	0	0	0	7	0
进	0	0	0	0	0	1	0
这	16	18	8	3	1	292	10
党魁	0	0	0	0	0	1	0
连	1	0	0	0	0	1	0
远	0	0	0	0	0	1	0
新航	0	2	0	0	0	2	0
大法会	0	0	0	0	0	1	0
大地	0	2	0	0	0	2	0
运	0	1	0	0	0	2	0
近邻	0	1	0	0	0	1	0
保育类	0	0	0	0	0	1	0
狗儿	0	0	0	0	0	1	0
改造	0	0	0	0	0	10	0
北文	2	0	2	0	0	2	0
孙燕姿	18	0	0	16	0	18	0
档案	0	0	0	0	0	3	0
苏丹	0	3	0	0	0	3	0
律师	23	0	23	0	0	36	2
这边	3	17	2	0	0	27	1
十二月	0	0	0	0	0	6	0
宋大伟	4	0	4	0	0	4	0
张国光	2	0	0	0	0	2	0
葡萄牙文	0	0	0	0	0	2	0
阿莫科	0	0	0	0	0	2	0
边	1	6	0	0	0	8	2
背书	0	0	0	0	0	2	0
职工	4	0	4	0	0	29	4
红粉知己	1	0	0	1	0	1	0
救赎	0	0	0	0	0	1	0
扬基债	0	0	0	0	0	2	0
雄象	0	0	0	0	0	2	0
线路	0	0	0	0	0	4	0
王翔	13	0	13	0	0	13	0
边境	0	0	0	0	0	2	0
灵魂	0	0	0	0	0	1	0
十五日	0	0	0	0	0	4	0
辈	0	0	0	0	0	1	0
巴拿马城	0	2	0	0	0	2	0
辆	0	0	0	0	0	0	0
罗致政	5	0	5	0	0	5	0
通道	0	0	0	0	0	15	0
机制	1	0	1	0	0	29	3
骑士	0	0	0	0	0	1	0
面积	0	0	0	0	0	18	0
之一	1	1	0	0	0	70	0
桥头堡	0	0	0	0	0	2	0
演习	0	0	0	0	0	9	0
定价	0	6	0	0	0	8	0
川东	0	1	0	0	0	1	0
依赖	0	0	0	0	0	1	0
车	0	6	0	0	0	37	0
轨	0	0	0	0	0	1	0
所罗门	0	10	0	0	0	10	0
渊源	0	0	0	0	0	1	0
南希	1	0	0	1	0	1	0
同乡会	8	8	0	0	0	8	8
奥会	0	1	0	0	0	0	0
阿美族	0	0	0	0	0	1	0
老枭	1	1	0	0	0	1	0
随从	1	0	1	0	0	0	1
金鼎	0	4	0	0	0	4	0
参与者	0	0	0	0	0	2	0
慨叹	0	0	0	0	0	2	0
拉莫斯	2	0	0	0	0	2	0
北方	0	1	0	0	0	13	0
传教士	2	0	2	0	0	9	2
装备	0	0	0	0	0	2	0
约翰＊ｆ＊肯尼迪	1	0	1	0	0	1	0
association	0	3	0	0	3	3	0
生产	0	0	0	0	0	7	0
电线	0	0	0	0	0	4	0
古道	0	0	0	0	0	2	0
国王	2	0	0	0	0	9	0
that	0	0	0	0	1	1	0
桥梁	0	0	0	0	0	2	0
希拉里	11	0	0	11	0	11	0
义乌	0	2	0	0	0	2	0
俄罗斯人	1	0	1	0	0	2	1
太行山	0	2	0	0	0	2	0
王群	1	0	1	0	0	1	0
米酒	2	0	0	0	0	2	0
thau	1	0	1	0	0	1	0
隧道	0	0	0	0	0	11	0
行李	0	0	0	0	0	2	0
迹象	0	0	0	0	0	3	0
存在	0	0	0	0	0	0	0
古迹	0	0	0	0	0	2	0
兄弟们	1	0	0	0	0	1	1
葛林南	2	0	1	1	0	1	1
wmkj2006	2	0	0	0	0	4	0
李思逸	1	0	0	0	0	1	0
选举	0	0	0	0	0	83	0
里查德	1	0	0	1	0	1	0
拍摄	0	0	0	0	0	1	0
老板	32	0	28	0	0	47	3
刑事局	0	2	0	0	0	0	0
成都话	0	1	0	0	0	1	0
奇贤帮	0	4	0	0	0	0	0
安全	0	0	0	0	0	16	6
地毯厂	0	1	0	0	0	1	0
进口	0	0	0	0	0	13	0
流行乐界	0	0	0	0	0	2	0
焦虑	0	0	0	0	0	7	0
定位	0	0	0	0	0	9	0
ａｄｍｉｎ	0	0	0	0	0	1	0
要道	0	0	0	0	0	2	0
试点港	0	0	0	0	0	2	0
萝卜糕	0	0	0	0	0	5	0
本身	7	17	6	0	0	45	2
政变	0	0	0	0	0	6	0
威胁	0	0	0	0	0	5	0
舞龙	0	0	0	0	0	3	0
卡德罗夫	1	0	1	0	0	1	0
２００１年	0	0	0	0	0	19	0
气温	0	0	0	0	0	2	0
年吞吐量	0	0	0	0	0	2	0
副碑	0	0	0	0	0	2	0
认为	1	0	1	0	0	1	0
维生素	0	1	0	0	0	1	0
工运	0	0	0	0	0	2	0
居民证	0	0	0	0	0	2	0
干线	0	0	0	0	0	4	0
侦讯	0	0	0	0	0	1	0
踩步机	0	0	0	0	0	1	0
党团	0	3	0	0	0	5	0
２５日	0	0	0	0	0	2	0
领土	0	7	0	0	0	10	0
总编辑	1	0	0	0	0	4	0
东区	0	2	0	0	0	4	0
半导体	0	2	0	0	0	2	0
权利	0	0	0	0	0	6	0
时空	0	0	0	0	0	4	0
精品	0	0	0	0	0	2	0
新闻处	2	2	2	0	0	0	2
彭白显	7	0	6	0	0	7	0
梦想	0	0	0	0	0	1	0
检验	0	0	0	0	0	4	0
差瓦立	1	0	1	0	0	1	1
塞吉耶夫	4	0	4	0	0	4	0
阿姨	9	0	0	0	0	12	0
甥舅	0	0	0	0	0	1	0
瓦解	0	0	0	0	0	0	0
一九九七	0	0	0	0	0	1	0
王浩威	2	0	0	0	0	2	0
２００２年	0	0	0	0	0	1	0
南岛	0	0	0	0	0	5	0
军伟	1	0	1	0	0	1	0
光复	0	0	0	0	0	9	0
写作	0	0	0	0	0	4	0
名词	0	0	0	0	0	2	0
嘉义	0	5	0	0	0	5	0
先夫	1	0	0	0	0	1	0
专员	1	0	1	0	0	3	0
渔民	3	0	3	0	0	7	0
２６日	0	0	0	0	0	4	0
坦桑	0	4	0	0	0	4	1
阵子	0	0	0	0	0	1	0
外婆	11	0	2	9	0	13	0
年级	0	0	0	0	0	5	0
兄妹	1	0	1	0	0	1	0
年纪	0	0	0	0	0	4	0
东南	0	0	0	0	0	1	0
贫家	1	0	1	0	0	0	1
金麟	0	0	0	0	0	2	0
农会	2	5	0	0	0	10	2
研究会	0	0	0	0	0	3	0
彭百显	1	1	0	0	0	1	0
累积	0	0	0	0	0	2	0
沃尔特·迪斯尼	1	0	1	0	0	1	0
龙袍	0	0	0	0	0	2	0
合谈	0	0	0	0	0	1	0
２００３年	0	0	0	0	0	1	0
外联部	0	0	0	0	0	2	0
费孝通	2	0	0	0	0	2	0
塔里木河	0	1	0	0	0	1	0
状告	0	0	0	0	0	1	0
友人	2	0	2	0	0	2	2
保守派	1	0	1	0	0	4	1
黄天才	4	0	4	0	0	4	0
玩笑	0	0	0	0	0	2	0
西部	0	8	0	0	0	8	0
身	0	0	0	0	0	6	0
药监局	0	1	0	0	0	0	0
庞升东	1	0	0	0	0	1	0
２８日	0	0	0	0	0	3	0
地铁	0	0	0	0	0	10	0
臆测	0	0	0	0	0	2	0
法国	10	108	4	0	0	108	9
桑普拉斯	2	0	0	0	0	2	0
富豪	0	2	0	0	0	0	0
朋友家	0	0	0	0	0	1	0
研究人	0	0	0	0	0	1	1
乔本龙太郎	2	0	2	0	0	2	0
他-	1	0	1	0	0	1	0
情景	0	0	0	0	0	2	0
农人	1	0	1	0	0	1	1
秦桧	0	0	0	0	0	4	0
客人	0	3	0	0	0	8	1
２００４年	0	0	0	0	0	2	0
远南	0	5	0	0	0	8	3
女人	13	0	0	13	0	24	9
逃亡	0	0	0	0	0	1	0
远华	0	4	0	0	0	0	0
影友会	0	0	0	0	0	2	0
中兴	0	1	0	0	0	0	0
成立	0	0	0	0	0	15	0
集资	0	0	0	0	0	2	0
中共	3	217	3	0	0	153	4
巴黎人	3	0	3	0	0	5	3
２９日	0	0	0	0	0	3	0
增值率	0	0	0	0	0	4	0
贪官	0	0	0	0	0	1	0
阿婆	4	0	0	4	0	4	0
就职	0	0	0	0	0	2	0
ｔｍｔ	2	0	0	0	0	2	0
hater	1	0	1	0	0	1	0
师生们	0	0	0	0	0	1	0
台柱顶	0	0	0	0	0	1	0
xiaoge	0	0	0	0	0	0	0
拉里·金	1	0	0	0	0	1	0
原告	1	0	0	1	0	5	0
科莱特·佩尼奥	1	0	0	0	0	1	0
磋商	0	0	0	0	0	2	0
总督	5	0	3	0	0	5	0
罗仁祖	1	1	1	0	0	1	0
公告	0	0	0	0	0	2	0
走势	0	0	0	0	0	2	0
卖国贼	0	0	0	0	0	2	0
国务院	0	34	0	0	0	0	0
军事	0	0	0	0	0	5	0
中文书	0	0	0	0	0	1	0
鸟化石	0	0	0	0	0	2	0
iseesea	1	0	0	0	0	1	0
平方公里	0	1	0	0	0	1	0
鲍恩	3	0	0	0	0	3	0
东势	0	1	0	0	0	1	0
主任	42	1	23	0	0	48	0
刘中一	1	0	0	0	0	1	0
德国	0	86	0	0	0	86	1
老阿婆	0	0	0	0	0	2	0
机台	0	0	0	0	0	4	0
石家庄市	0	2	0	0	0	2	0
整个	1	0	1	0	0	1	0
中草药	0	0	0	0	0	2	0
军人	2	0	2	0	0	15	1
阿妈	1	0	0	1	0	1	0
大内力育	1	0	1	0	0	1	0
决选	0	0	0	0	0	1	0
水沙连	0	3	0	0	0	3	0
赌场	0	0	0	0	0	4	0
影迷	0	0	0	0	0	2	0
聂卫平	2	0	0	0	0	2	0
读者	7	0	0	0	0	19	0
公司	49	354	34	4	3	400	52
专司	0	0	0	0	0	0	0
秘密会社	0	1	0	0	0	1	0
医检所	0	0	0	0	0	3	0
动物	1	0	0	0	0	5	1
阿诺德·施瓦辛格	1	0	1	0	0	1	0
宣传	0	0	0	0	0	2	0
cd-r	0	0	0	0	1	1	0
狩野	3	3	3	0	0	3	0
释字	0	0	0	0	0	1	0
民航局	0	2	0	0	0	0	0
房祖名	1	0	1	0	0	1	0
廖全贤	3	0	0	0	0	3	0
暗杀	0	0	0	0	0	1	0
冉云飞	1	0	0	0	0	1	0
大坝	0	0	0	0	0	7	0
景气	0	0	0	0	0	15	0
包机	0	0	0	0	0	2	0
儿女	8	0	0	0	0	12	8
家长们	1	0	1	0	0	1	1
空地	0	0	0	0	0	1	0
权力	0	0	0	0	0	6	0
救助	0	0	0	0	0	2	0
坪林	0	44	0	0	0	44	0
辐射	0	2	0	0	0	0	0
条件	0	0	0	0	0	52	0
县长	4	1	1	0	0	6	0
族群	8	0	0	0	0	28	8
天地	0	0	0	0	0	2	0
２０００年	0	1	0	0	0	14	0
坑道	0	0	0	0	0	2	0
特展	0	0	0	0	0	6	0
改善	0	0	0	0	0	20	3
通过	0	0	0	0	0	3	0
清清	27	0	0	0	0	27	0
主体	0	0	0	0	0	8	0
电话机	0	0	0	0	0	2	0
九间棚村	0	1	0	0	0	1	0
脚	0	0	0	0	0	4	0
主义	0	0	0	0	0	8	0
纪念品	0	0	0	0	0	1	0
十月	0	0	0	0	0	7	3
李肃	6	0	0	0	0	6	0
一九九八年	0	0	0	0	0	7	0
斯德哥尔摩	3	8	3	0	0	8	3
吉他	0	3	0	0	0	2	0
县城	0	1	0	0	0	1	0
镜湖	0	2	0	0	0	2	0
安南	47	0	34	0	0	47	2
生辰	0	0	0	0	0	1	0
ａｒｉｚｏｎａ	0	0	0	0	0	1	0
张富美	3	0	0	3	0	3	0
小毛头	2	0	2	0	0	2	0
村委	4	0	4	0	0	4	4
讲习	0	0	0	0	0	1	0
台凤	0	2	0	0	0	0	0
网络	1	0	1	0	0	20	0
ｍｃｋｉｌｌｅｒ	8	0	0	0	0	8	0
希拉里克林顿	1	0	0	0	0	1	0
出身	0	0	0	0	0	0	0
索额图	2	0	0	0	0	2	0
海伦·霍韦	1	0	1	0	0	1	0
成为献	0	0	0	0	0	1	1
宋楚瑜	66	0	55	0	0	66	0
悬崖	0	0	0	0	0	2	0
同事	11	1	8	2	0	12	4
石滨芳	2	0	0	0	0	2	0
检定所	0	1	0	0	0	0	0
刘乐	1	0	0	0	0	1	0
非国大	0	6	0	0	0	0	0
陈冲	1	0	0	1	0	1	0
科学家	6	0	6	0	0	8	6
施工队	0	0	0	0	0	2	0
香蕉	0	0	0	0	0	3	0
安迪	2	0	0	0	0	2	0
场所	0	0	0	0	0	4	0
洋国	0	0	0	0	0	2	0
石琪	2	0	0	0	0	2	0
刘维奇	4	0	0	0	0	4	0
整体	0	0	0	0	0	0	0
各位	1	0	0	0	0	2	1
分贝	0	0	0	0	0	2	0
孕妇	1	0	0	1	0	1	0
同乡	0	0	0	0	0	2	0
卢敏芳	1	0	0	1	0	1	0
泉州市	0	3	0	0	0	3	0
布鲁堡	2	0	0	0	0	2	0
废气	0	0	0	0	0	2	0
人民币	0	0	0	0	0	70	0
名义	0	0	0	0	0	2	0
中信	1	1	0	0	0	0	1
官兵	2	0	2	0	0	6	1
矛盾	0	0	0	0	0	2	0
中保	0	2	0	0	0	0	0
官儿	1	0	1	0	0	1	1
九七年	0	0	0	0	0	2	0
拉夫姆	2	0	2	0	0	2	0
孔雀	0	0	0	0	0	5	0
变迁	0	0	0	0	0	2	0
台军	0	2	0	0	0	0	0
丑化	0	0	0	0	0	1	0
歧视	0	0	0	0	0	1	0
销售额	0	0	0	0	0	9	0
一九九六年	0	0	0	0	0	10	0
工艺	0	0	0	0	0	4	0
转化	0	0	0	0	0	2	0
存活者	1	0	1	0	0	1	1
奥斯特罗乌莫夫	1	0	1	0	0	1	0
夏祖湘	1	0	1	0	0	1	0
米奇·鲁克	3	0	3	0	0	3	0
伊拉克	25	167	21	0	0	167	1
副会长	1	0	0	0	0	1	0
民生	0	0	0	0	0	2	0
菜头糕	0	0	0	0	0	1	0
腿	0	0	0	0	0	2	0
三号	0	0	0	0	0	2	0
桥本龙太郎	2	0	2	0	0	2	0
财政	0	2	0	0	0	3	2
刘天多	2	0	0	0	0	2	0
丹东	0	11	0	0	0	11	0
惊天	0	0	0	0	0	1	0
同业	0	0	0	0	0	2	0
阳台	0	0	0	0	0	2	0
独裁	0	0	0	0	0	1	0
阿族人	0	0	0	0	0	2	0
会长们	0	0	0	0	0	1	0
创下	0	0	0	0	0	1	0
凶杀案	0	0	0	0	0	5	0
当地人	0	0	0	0	0	1	0
李松明	4	0	4	0	0	4	0
名下	0	0	0	0	0	2	0
弹头	0	0	0	0	0	1	1
创业	0	0	0	0	0	6	0
小罗	3	0	3	0	0	5	0
倡议	0	0	0	0	0	2	0
男朋友	3	0	3	0	0	4	0
联盟党	2	2	2	0	0	0	2
关押	0	0	0	0	0	1	0
袜子	0	0	0	0	0	5	0
遭遇	0	0	0	0	0	1	0
院会	0	2	0	0	0	2	0
本州	1	2	0	0	0	2	1
标榜	0	0	0	0	0	1	0
征兆	0	0	0	0	0	1	0
污水	0	0	0	0	0	0	1
发售	0	0	0	0	0	1	0
彭春燕	6	0	0	6	0	6	0
北段	0	0	0	0	0	2	0
友邦	0	1	0	0	0	2	0
黄文庆	1	0	0	0	0	1	0
投资者	3	0	3	0	0	14	3
转变	0	0	0	0	0	6	0
赵宁	12	0	12	0	0	12	0
情妇	0	0	0	0	0	0	2
蔡诗萍	1	0	1	0	0	1	0
初中	0	1	0	0	0	4	0
业务	0	0	0	0	0	45	0
江北文	3	0	3	0	0	3	0
纪念周	0	0	0	0	0	1	0
瑟尔	0	0	0	0	0	11	0
制成品	0	0	0	0	0	3	0
黄汉强	7	0	7	0	0	7	0
法师	1	0	0	0	0	7	0
维乐	1	0	1	0	0	1	0
比索	0	0	0	0	0	1	0
萧芳芳	1	0	0	0	0	1	0
组合	0	0	0	0	0	2	0
巴尔摩特	2	0	0	0	0	2	0
主人	2	0	0	0	0	8	0
黑山	3	6	3	0	0	6	0
色彩	0	0	0	0	0	1	0
行政	0	0	0	0	0	1	0
逃生者	0	0	0	0	0	1	0
王哲晨	3	0	0	0	0	3	0
建筑业	1	0	1	0	0	5	1
弗州	0	6	0	0	0	3	0
盒子	0	0	0	0	0	6	0
子女	2	0	1	0	0	9	2
抛射物	0	0	0	0	0	1	1
罗布·杰克逊	1	0	0	0	0	1	0
理论家	1	0	1	0	0	1	1
问题	0	0	0	0	0	382	9
凯吉	2	0	0	0	0	2	0
导致	0	0	0	0	0	1	0
臂	0	0	0	0	0	1	0
活火山	1	0	0	1	0	1	0
青海	0	2	0	0	0	2	0
微笑	0	0	0	0	0	4	0
投机者	1	0	1	0	0	1	1
千禧年	0	0	0	0	0	8	0
实质	0	0	0	0	0	0	0
专区	0	1	0	0	0	1	0
开通	0	0	0	0	0	2	0
供应量	0	0	0	0	0	2	0
许信良	2	0	2	0	0	2	0
至	0	0	0	0	0	3	0
达赖	35	0	35	0	0	35	0
得主	5	0	4	0	0	9	2
积怨	0	0	0	0	0	2	0
为了	0	0	0	0	0	1	0
可行性	0	0	0	0	0	2	0
主办人	1	0	1	0	0	1	0
评选	0	0	0	0	0	2	0
毒素	0	0	0	0	0	1	0
套子	0	0	0	0	0	1	0
两儿	1	0	0	0	0	0	1
期待	0	0	0	0	0	4	0
举世	0	0	0	0	0	3	0
引起	0	0	0	0	0	1	0
空调	0	0	0	0	0	5	0
文部	0	7	0	0	0	7	0
担忧	0	0	0	0	0	1	0
自	8	5	5	0	0	8	2
上午	0	0	0	0	0	69	0
上升	0	0	0	0	0	2	0
赵振宇	2	0	0	0	0	2	0
振兴	0	0	0	0	0	2	2
特长	0	0	0	0	0	2	0
统计	0	0	0	0	0	28	0
老	4	0	4	0	0	6	2
专利	0	0	0	0	0	3	0
气球	0	0	0	0	0	1	0
凯萨琳-米雷	2	0	0	2	0	2	0
取向	0	0	0	0	0	2	0
者	1	0	0	0	0	24	2
程序	0	0	0	0	0	20	0
奖项	0	0	0	0	0	1	0
张宁	1	0	0	0	0	1	0
元月	0	0	0	0	0	2	0
程度	0	0	0	0	0	28	0
ｃｏｍｍｉｓｓｉｏｎ	0	1	0	0	0	0	0
８点多	0	0	0	0	0	1	0
个体	1	0	1	0	0	1	1
秦俑说	0	0	0	0	0	1	0
魅力	0	0	0	0	0	8	0
宴会	0	0	0	0	0	1	0
潜力	0	0	0	0	0	14	2
境界	0	0	0	0	0	4	0
萨维尔	2	0	0	0	0	2	0
分析师	0	0	0	0	0	3	0
将军们	3	0	3	0	0	3	3
鸿沟	0	0	0	0	0	2	0
阮岗村	0	1	0	0	0	1	0
小组	3	3	3	0	0	39	4
新贵	0	0	0	0	0	2	0
经济处	0	1	0	0	0	1	0
七号	0	0	0	0	0	4	0
注塑机	0	0	0	0	0	2	0
桑切斯	3	0	0	0	0	3	0
通货膨胀率	0	0	0	0	0	5	0
十日	0	0	0	0	0	2	0
天然色	0	0	0	0	0	0	0
非洲	0	23	0	0	0	23	2
电路	0	0	0	0	0	2	0
家人	4	0	4	0	0	13	6
索拉纳	4	0	2	0	0	4	0
集群	0	0	0	0	0	5	0
上上下下	1	0	0	0	0	1	1
公司债	0	0	0	0	0	2	0
考核	0	0	0	0	0	2	0
职	0	0	0	0	0	2	0
刘文天	1	0	1	0	0	1	0
地震局	0	13	0	0	0	13	0
监察	0	0	0	0	0	3	0
太空港	0	0	0	0	0	3	0
我-	5	0	0	0	0	5	0
管理局	0	13	0	0	0	6	1
种族	0	0	0	0	0	2	0
michaelzhou	2	0	0	0	0	3	0
反响	0	0	0	0	0	2	0
菲茨沃特	1	0	1	0	0	1	0
詹明志	0	0	0	0	0	1	0
吴忠夫	1	0	0	0	0	1	0
泉州	0	1	0	0	0	1	0
李宁	5	0	5	0	0	5	0
拐弯处	0	0	0	0	0	2	0
一九五六年	0	0	0	0	0	2	0
沙姆沙依赫	0	2	0	0	0	2	0
公房	0	0	0	0	0	0	0
四川省	0	13	0	0	0	13	0
弟子	1	0	0	0	0	1	0
叶俊	2	0	0	0	0	2	0
十方	0	0	0	0	0	0	0
格林柯尔	0	3	0	0	0	0	0
叔叔	1	0	1	0	0	1	0
纽约市	0	2	0	0	0	2	0
李明仁	1	0	0	0	0	1	0
中亚	0	4	0	0	0	4	0
盐寮	0	1	0	0	0	1	0
发酵	0	0	0	0	0	2	0
徐明棋	1	0	0	0	0	1	0
武装	0	0	0	0	0	5	1
拉布	1	0	1	0	0	1	0
波黑	0	43	0	0	0	43	0
技术	0	20	0	0	0	190	8
阿辈	0	0	0	0	0	1	0
爱尔兰	0	9	0	0	0	7	2
走道	0	0	0	0	0	2	0
公报	0	0	0	0	0	11	0
肉	0	0	0	0	0	12	2
条约	0	0	0	0	0	29	0
用途	0	0	0	0	0	1	0
限制	0	0	0	0	0	4	0
开车	0	0	0	0	0	0	0
纽约州	0	6	0	0	0	6	0
国歌	0	0	0	0	0	11	2
